chr1	144560785	144560806	SRSF1_K562_rep02	200	-	-3.39173329722551	0	-1	-1	21
chr1	11908215	11908237	SRSF1_K562_rep02	200	+	-3.39579151379987	0	-1	-1	22
chrX	119787414	119787452	SRSF1_K562_rep02	200	-	-3.40946088977486	0	-1	-1	38
chr11	93730551	93730630	SRSF1_K562_rep02	200	-	-3.4231861102682	0	-1	-1	79
chr18	54222291	54222410	SRSF1_K562_rep02	200	-	-3.43717626798668	0	-1	-1	119
chr16	68742507	68742548	SRSF1_K562_rep02	200	+	-3.43888124558227	0	-1	-1	41
chr17	7577968	7578009	SRSF1_K562_rep02	200	+	-3.4408993540294	0	-1	-1	41
chr7	65066049	65066093	SRSF1_K562_rep02	200	+	-3.44177397972511	0	-1	-1	44
chr20	2655125	2655146	SRSF1_K562_rep02	200	+	-3.45553633210496	0	-1	-1	21
chr5	139278904	139278957	SRSF1_K562_rep02	200	+	-3.46849470752951	0	-1	-1	53
chr10	119060019	119060121	SRSF1_K562_rep02	200	-	-3.47519253158328	0	-1	-1	102
chr1	28580438	28580510	SRSF1_K562_rep02	200	-	-3.48345482749275	0	-1	-1	72
chr3	186786361	186786423	SRSF1_K562_rep02	200	+	-3.49653803524937	0	-1	-1	62
chr1	28581003	28581027	SRSF1_K562_rep02	200	-	-3.52515069027053	0	-1	-1	24
chr7	45104980	45105009	SRSF1_K562_rep02	200	-	-3.53214841639535	0	-1	-1	29
chr12	50456639	50456689	SRSF1_K562_rep02	200	+	-3.53546877468696	0	-1	-1	50
chr4	118279197	118279243	SRSF1_K562_rep02	200	+	-3.54176453342984	0	-1	-1	46
chr9	19063658	19063768	SRSF1_K562_rep02	200	-	-3.5422929738009	0	-1	-1	110
chr11	93732433	93732489	SRSF1_K562_rep02	200	-	-3.54462392994241	0	-1	-1	56
chr11	93735168	93735237	SRSF1_K562_rep02	200	-	-3.55523202950839	0	-1	-1	69
chr13	27255448	27255501	SRSF1_K562_rep02	200	+	-3.5605753505827	0	-1	-1	53
chr20	2655146	2655190	SRSF1_K562_rep02	200	+	-3.5886292393885	0	-1	-1	44
chr4	118279243	118279285	SRSF1_K562_rep02	200	+	-3.58917936143173	0	-1	-1	42
chr20	38448169	38448217	SRSF1_K562_rep02	200	+	-3.60585810257836	0	-1	-1	48
chr11	8685516	8685536	SRSF1_K562_rep02	200	+	-3.60655861001669	0	-1	-1	20
chr16	58559860	58559897	SRSF1_K562_rep02	200	-	-3.6150414247437	0	-1	-1	37
chr17	39153725	39153747	SRSF1_K562_rep02	200	-	-3.62234622536693	0	-1	-1	22
chr17	64146395	64146417	SRSF1_K562_rep02	200	+	-3.65903603469611	0	-1	-1	22
chr1	155925993	155926035	SRSF1_K562_rep02	200	-	-3.65934043284913	0	-1	-1	42
chr22	42615275	42615300	SRSF1_K562_rep02	200	+	-3.67519646666715	0	-1	-1	25
chr6	159780254	159780371	SRSF1_K562_rep02	200	-	-3.69058388240328	0	-1	-1	117
chr11	62852985	62853018	SRSF1_K562_rep02	200	-	-3.69917828862569	0	-1	-1	33
chr22	42615252	42615275	SRSF1_K562_rep02	200	+	-3.72747089678895	0	-1	-1	23
chr17	67740696	67740790	SRSF1_K562_rep02	200	+	-3.73210979159247	0	-1	-1	94
chr12	98599834	98599879	SRSF1_K562_rep02	200	+	-3.74787710745079	0	-1	-1	45
chr16	58548561	58548622	SRSF1_K562_rep02	200	-	-3.75226887656795	0	-1	-1	61
chr6	132817247	132817334	SRSF1_K562_rep02	200	+	-3.75354585753748	0	-1	-1	87
chr7	65755570	65755614	SRSF1_K562_rep02	200	+	-3.75569661191009	0	-1	-1	44
chr1	235127800	235127928	SRSF1_K562_rep02	200	-	-3.75704875334904	0	-1	-1	128
chr16	30710555	30710589	SRSF1_K562_rep02	200	+	-3.77762445084484	0	-1	-1	34
chr20	2655079	2655125	SRSF1_K562_rep02	200	+	-3.79028267371579	0	-1	-1	46
chr12	48656671	48656694	SRSF1_K562_rep02	200	-	-3.80098844391035	0	-1	-1	23
chr16	1962419	1962465	SRSF1_K562_rep02	200	-	-3.80214676997891	0	-1	-1	46
chr3	183453834	183453944	SRSF1_K562_rep02	200	+	-3.80232489147317	0	-1	-1	110
chr1	161540275	161540323	SRSF1_K562_rep02	200	+	-3.80677079650436	0	-1	-1	48
chr5	83064224	83064279	SRSF1_K562_rep02	200	-	-3.81677218866186	0	-1	-1	55
chr19	45478597	45478695	SRSF1_K562_rep02	200	-	-3.82682844884561	0	-1	-1	98
chr17	64146417	64146445	SRSF1_K562_rep02	200	+	-3.82879710283436	0	-1	-1	28
chr1	28508577	28508601	SRSF1_K562_rep02	200	+	-3.83033926764276	0	-1	-1	24
chr1	27834416	27834499	SRSF1_K562_rep02	200	+	-3.83533994870113	0	-1	-1	83
chr17	64146371	64146395	SRSF1_K562_rep02	200	+	-3.83783380418969	0	-1	-1	24
chr11	93732043	93732066	SRSF1_K562_rep02	200	-	-3.84098651184227	0	-1	-1	23
chr7	45104353	45104399	SRSF1_K562_rep02	200	-	-3.85407651128272	0	-1	-1	46
chr1	28508555	28508577	SRSF1_K562_rep02	200	+	-3.86698831933847	0	-1	-1	22
